id	fileid	source	changedate	changemessage
2620741	2458231	SYSTEM	2022-10-05 10:27:09.696561	exported from DB
2620743	163179	SYSTEM	2022-10-05 10:27:09.724648	exported from DB
2620745	163305	SYSTEM	2022-10-05 10:27:09.781227	exported from DB
2620747	163173	SYSTEM	2022-10-05 10:27:09.837529	exported from DB
2620749	163159	SYSTEM	2022-10-05 10:27:09.865839	exported from DB
2620751	163189	SYSTEM	2022-10-05 10:27:09.894315	exported from DB
2620753	163207	SYSTEM	2022-10-05 10:27:09.922537	exported from DB
2620755	2458237	SYSTEM	2022-10-05 10:27:09.950745	exported from DB
2620757	163199	SYSTEM	2022-10-05 10:27:09.981311	exported from DB
2620759	163151	SYSTEM	2022-10-05 10:27:10.17967	exported from DB
2620761	163141	SYSTEM	2022-10-05 10:27:10.212777	exported from DB
2620763	163169	SYSTEM	2022-10-05 10:27:10.241753	exported from DB
2620765	163185	SYSTEM	2022-10-05 10:27:10.273402	exported from DB
2620767	163195	SYSTEM	2022-10-05 10:27:10.305509	exported from DB
2620769	163171	SYSTEM	2022-10-05 10:27:10.337299	exported from DB
2620771	163145	SYSTEM	2022-10-05 10:27:10.374913	exported from DB
2620773	163215	SYSTEM	2022-10-05 10:27:10.403485	exported from DB
2620775	163163	SYSTEM	2022-10-05 10:27:10.431262	exported from DB
2620777	163183	SYSTEM	2022-10-05 10:27:10.467717	exported from DB
2620779	163197	SYSTEM	2022-10-05 10:27:10.496087	exported from DB
2620781	163211	SYSTEM	2022-10-05 10:27:10.532737	exported from DB
2620783	163157	SYSTEM	2022-10-05 10:27:10.566776	exported from DB
2620785	163143	SYSTEM	2022-10-05 10:27:10.601135	exported from DB
2620787	163191	SYSTEM	2022-10-05 10:27:10.630764	exported from DB
2620789	163217	SYSTEM	2022-10-05 10:27:10.663555	exported from DB
2620791	2620790	SYSTEM	2022-10-05 10:27:10.698376	exported from DB
2620793	163303	SYSTEM	2022-10-05 10:27:10.726139	exported from DB
2620795	163165	SYSTEM	2022-10-05 10:27:10.755055	exported from DB
2620797	163205	SYSTEM	2022-10-05 10:27:10.791941	exported from DB
2620799	163307	SYSTEM	2022-10-05 10:28:51.262319	exported from DB
2620801	163309	SYSTEM	2022-10-05 10:28:51.314723	exported from DB
2620803	468420	SYSTEM	2022-10-05 10:28:51.373708	exported from DB
2620805	876619	SYSTEM	2022-10-05 10:28:51.426567	exported from DB
2620807	163311	SYSTEM	2022-10-05 10:28:51.480729	exported from DB
2620809	163313	SYSTEM	2022-10-05 10:28:51.550313	exported from DB
2620811	163315	SYSTEM	2022-10-05 10:28:51.597312	exported from DB
2620813	163325	SYSTEM	2022-10-05 10:28:51.832256	exported from DB
2620815	163329	SYSTEM	2022-10-05 10:28:51.879506	exported from DB
2620817	163331	SYSTEM	2022-10-05 10:28:51.938714	exported from DB
2620819	163333	SYSTEM	2022-10-05 10:28:51.974727	exported from DB
2620821	163335	SYSTEM	2022-10-05 10:28:52.012308	exported from DB
2620823	163339	SYSTEM	2022-10-05 10:28:52.07478	exported from DB
2620825	2458301	SYSTEM	2022-10-05 10:28:52.121031	exported from DB
2620827	2458303	SYSTEM	2022-10-05 10:28:52.155727	exported from DB
2620829	163347	SYSTEM	2022-10-05 10:28:52.193737	exported from DB
2620831	163349	SYSTEM	2022-10-05 10:28:52.23536	exported from DB
2620833	163351	SYSTEM	2022-10-05 10:28:52.279334	exported from DB
2620835	2458311	SYSTEM	2022-10-05 10:28:52.317495	exported from DB
2620837	2458313	SYSTEM	2022-10-05 10:28:52.368954	exported from DB
2620839	163359	SYSTEM	2022-10-05 10:28:52.414515	exported from DB
2620841	2458317	SYSTEM	2022-10-05 10:28:52.455758	exported from DB
2620843	163367	SYSTEM	2022-10-05 10:28:52.502703	exported from DB
2620845	1608353	SYSTEM	2022-10-05 10:28:52.541825	exported from DB
2620847	2458323	SYSTEM	2022-10-05 10:28:52.586382	exported from DB
2620849	163375	SYSTEM	2022-10-05 10:28:52.630267	exported from DB
2620851	163377	SYSTEM	2022-10-05 10:28:52.735597	exported from DB
2620853	1608361	SYSTEM	2022-10-05 10:28:52.84412	exported from DB
2620855	2458331	SYSTEM	2022-10-05 10:28:52.887027	exported from DB
2620857	2458333	SYSTEM	2022-10-05 10:28:52.930674	exported from DB
2620859	2458335	SYSTEM	2022-10-05 10:28:52.978394	exported from DB
2620861	2458337	SYSTEM	2022-10-05 10:28:53.022089	exported from DB
2620863	163385	SYSTEM	2022-10-05 10:28:53.068946	exported from DB
2620865	2458341	SYSTEM	2022-10-05 10:28:53.107013	exported from DB
2620867	163393	SYSTEM	2022-10-05 10:28:53.301818	exported from DB
2620869	2458345	SYSTEM	2022-10-05 10:28:53.344241	exported from DB
2620871	876715	SYSTEM	2022-10-05 10:28:53.388084	exported from DB
2620873	163399	SYSTEM	2022-10-05 10:28:53.470455	exported from DB
2620875	163403	SYSTEM	2022-10-05 10:28:53.512479	exported from DB
2620877	2458353	SYSTEM	2022-10-05 10:28:53.548095	exported from DB
2620879	2458355	SYSTEM	2022-10-05 10:28:53.583466	exported from DB
2620881	163405	SYSTEM	2022-10-05 10:28:53.635532	exported from DB
2620883	2458359	SYSTEM	2022-10-05 10:28:53.679219	exported from DB
2620885	163409	SYSTEM	2022-10-05 10:28:53.719205	exported from DB
2620887	876729	SYSTEM	2022-10-05 10:28:53.753986	exported from DB
2620889	163411	SYSTEM	2022-10-05 10:28:53.791096	exported from DB
2620891	2458367	SYSTEM	2022-10-05 10:28:53.826064	exported from DB
2620893	2458369	SYSTEM	2022-10-05 10:28:53.882784	exported from DB
2620895	468524	SYSTEM	2022-10-05 10:28:53.948671	exported from DB
2620897	468414	SYSTEM	2022-10-05 10:28:53.993026	exported from DB
2620899	163317	SYSTEM	2022-10-05 10:28:54.071116	exported from DB
2620901	163319	SYSTEM	2022-10-05 10:28:54.117184	exported from DB
2620903	2458379	SYSTEM	2022-10-05 10:28:54.161018	exported from DB
2620905	163321	SYSTEM	2022-10-05 10:28:54.210097	exported from DB
2620907	163323	SYSTEM	2022-10-05 10:28:54.259088	exported from DB
2620909	163327	SYSTEM	2022-10-05 10:28:54.299546	exported from DB
2620911	1608305	SYSTEM	2022-10-05 10:28:54.342399	exported from DB
2620913	163337	SYSTEM	2022-10-05 10:28:54.402895	exported from DB
2620915	2458391	SYSTEM	2022-10-05 10:28:54.447771	exported from DB
2620917	2458393	SYSTEM	2022-10-05 10:28:54.495424	exported from DB
2620919	163341	SYSTEM	2022-10-05 10:28:54.558579	exported from DB
2620921	876653	SYSTEM	2022-10-05 10:28:54.610063	exported from DB
2620923	163343	SYSTEM	2022-10-05 10:28:54.655608	exported from DB
2620925	163345	SYSTEM	2022-10-05 10:28:54.700843	exported from DB
2620927	2458403	SYSTEM	2022-10-05 10:28:54.735843	exported from DB
2620929	2458405	SYSTEM	2022-10-05 10:28:54.773711	exported from DB
2620931	163353	SYSTEM	2022-10-05 10:28:54.811924	exported from DB
2620933	876667	SYSTEM	2022-10-05 10:28:54.850907	exported from DB
2620935	163355	SYSTEM	2022-10-05 10:28:54.904938	exported from DB
2620937	163357	SYSTEM	2022-10-05 10:28:54.95352	exported from DB
2620939	163361	SYSTEM	2022-10-05 10:28:54.999492	exported from DB
2620941	163363	SYSTEM	2022-10-05 10:28:55.130115	exported from DB
2620943	163365	SYSTEM	2022-10-05 10:28:55.486406	exported from DB
2620945	163369	SYSTEM	2022-10-05 10:28:55.718115	exported from DB
2620947	163371	SYSTEM	2022-10-05 10:28:55.756939	exported from DB
2620949	2458425	SYSTEM	2022-10-05 10:28:55.798345	exported from DB
2620951	163373	SYSTEM	2022-10-05 10:28:55.844995	exported from DB
2620953	163379	SYSTEM	2022-10-05 10:28:55.88848	exported from DB
2620955	163381	SYSTEM	2022-10-05 10:28:55.951721	exported from DB
2620957	163383	SYSTEM	2022-10-05 10:28:56.0053	exported from DB
2620959	1608369	SYSTEM	2022-10-05 10:28:56.044225	exported from DB
2620961	163387	SYSTEM	2022-10-05 10:28:56.092061	exported from DB
2620963	2458439	SYSTEM	2022-10-05 10:28:56.134816	exported from DB
2620965	2458441	SYSTEM	2022-10-05 10:28:56.180024	exported from DB
2620967	163389	SYSTEM	2022-10-05 10:28:56.309056	exported from DB
2620969	163391	SYSTEM	2022-10-05 10:28:56.354149	exported from DB
2620971	1608381	SYSTEM	2022-10-05 10:28:56.399475	exported from DB
2620973	163395	SYSTEM	2022-10-05 10:28:56.446412	exported from DB
2620975	876711	SYSTEM	2022-10-05 10:28:56.481818	exported from DB
2620977	1608387	SYSTEM	2022-10-05 10:28:56.536324	exported from DB
2620979	163397	SYSTEM	2022-10-05 10:28:56.740498	exported from DB
2620981	2458457	SYSTEM	2022-10-05 10:28:56.777841	exported from DB
2620983	2458459	SYSTEM	2022-10-05 10:28:56.813285	exported from DB
2620985	163401	SYSTEM	2022-10-05 10:28:56.848172	exported from DB
2620987	2458463	SYSTEM	2022-10-05 10:28:56.894021	exported from DB
2620989	2458465	SYSTEM	2022-10-05 10:28:56.942155	exported from DB
2620991	163407	SYSTEM	2022-10-05 10:28:56.990992	exported from DB
2620993	2458469	SYSTEM	2022-10-05 10:28:57.029792	exported from DB
2620995	2458471	SYSTEM	2022-10-05 10:28:57.067273	exported from DB
2620997	2458473	SYSTEM	2022-10-05 10:28:57.100215	exported from DB
2620999	876733	SYSTEM	2022-10-05 10:28:57.147065	exported from DB
2621001	1508593	SYSTEM	2022-10-05 10:29:29.600392	exported from DB
2621003	1508595	SYSTEM	2022-10-05 10:29:29.636721	exported from DB
2621005	2458481	SYSTEM	2022-10-05 10:29:29.671787	exported from DB
2621007	1508597	SYSTEM	2022-10-05 10:29:29.718039	exported from DB
2621009	1508601	SYSTEM	2022-10-05 10:29:29.861932	exported from DB
2621011	1608423	SYSTEM	2022-10-05 10:29:29.924062	exported from DB
2621013	1508605	SYSTEM	2022-10-05 10:29:29.983747	exported from DB
2621015	2458491	SYSTEM	2022-10-05 10:29:30.121391	exported from DB
2621017	1508607	SYSTEM	2022-10-05 10:29:30.170556	exported from DB
2621019	1508611	SYSTEM	2022-10-05 10:29:30.207484	exported from DB
2621021	1608435	SYSTEM	2022-10-05 10:29:30.242282	exported from DB
2621023	1508613	SYSTEM	2022-10-05 10:29:30.286162	exported from DB
2621025	1508619	SYSTEM	2022-10-05 10:29:30.330127	exported from DB
2621027	1508621	SYSTEM	2022-10-05 10:29:30.36792	exported from DB
2621029	2458505	SYSTEM	2022-10-05 10:29:30.400548	exported from DB
2621031	1508625	SYSTEM	2022-10-05 10:29:30.435661	exported from DB
2621033	2458509	SYSTEM	2022-10-05 10:29:30.472712	exported from DB
2621035	2458511	SYSTEM	2022-10-05 10:29:30.50661	exported from DB
2621037	1608451	SYSTEM	2022-10-05 10:29:30.539475	exported from DB
2621039	1508627	SYSTEM	2022-10-05 10:29:30.599833	exported from DB
2621041	2458517	SYSTEM	2022-10-05 10:29:30.632438	exported from DB
2621043	1508629	SYSTEM	2022-10-05 10:29:30.697397	exported from DB
2621045	2458521	SYSTEM	2022-10-05 10:29:30.730327	exported from DB
2621047	1508633	SYSTEM	2022-10-05 10:29:30.762663	exported from DB
2621049	2458525	SYSTEM	2022-10-05 10:29:30.803329	exported from DB
2621051	2458527	SYSTEM	2022-10-05 10:29:30.83819	exported from DB
2621053	1508637	SYSTEM	2022-10-05 10:29:30.873416	exported from DB
2621055	1508639	SYSTEM	2022-10-05 10:29:30.91711	exported from DB
2621057	1508641	SYSTEM	2022-10-05 10:29:30.966366	exported from DB
2621059	1508647	SYSTEM	2022-10-05 10:29:31.016801	exported from DB
2621061	1508649	SYSTEM	2022-10-05 10:29:31.05404	exported from DB
2621063	2458539	SYSTEM	2022-10-05 10:29:31.089422	exported from DB
2621065	1508653	SYSTEM	2022-10-05 10:29:31.135913	exported from DB
2621067	1508655	SYSTEM	2022-10-05 10:29:31.171237	exported from DB
2621069	2458545	SYSTEM	2022-10-05 10:29:31.211135	exported from DB
2621071	1508659	SYSTEM	2022-10-05 10:29:31.249887	exported from DB
2621073	2458549	SYSTEM	2022-10-05 10:29:31.288607	exported from DB
2621075	1508665	SYSTEM	2022-10-05 10:29:31.342436	exported from DB
2621077	1508667	SYSTEM	2022-10-05 10:29:31.394281	exported from DB
2621079	1508669	SYSTEM	2022-10-05 10:29:31.558911	exported from DB
2621081	1508671	SYSTEM	2022-10-05 10:29:31.596806	exported from DB
2621083	2458559	SYSTEM	2022-10-05 10:29:31.628826	exported from DB
2621085	2458561	SYSTEM	2022-10-05 10:29:31.672115	exported from DB
2621087	1508677	SYSTEM	2022-10-05 10:29:31.729923	exported from DB
2621089	1508679	SYSTEM	2022-10-05 10:29:31.769027	exported from DB
2621091	2458567	SYSTEM	2022-10-05 10:29:31.802682	exported from DB
2621093	1508689	SYSTEM	2022-10-05 10:29:31.837563	exported from DB
2621095	2458571	SYSTEM	2022-10-05 10:29:31.869948	exported from DB
2621097	1508695	SYSTEM	2022-10-05 10:29:31.903359	exported from DB
2621099	1508697	SYSTEM	2022-10-05 10:29:31.943167	exported from DB
2621101	2458577	SYSTEM	2022-10-05 10:29:31.974662	exported from DB
2621103	2458579	SYSTEM	2022-10-05 10:29:32.022045	exported from DB
2621105	2458581	SYSTEM	2022-10-05 10:29:32.062166	exported from DB
2621107	1608533	SYSTEM	2022-10-05 10:29:32.103219	exported from DB
2621109	2458585	SYSTEM	2022-10-05 10:29:32.140253	exported from DB
2621111	1508709	SYSTEM	2022-10-05 10:29:32.174058	exported from DB
2621113	2458589	SYSTEM	2022-10-05 10:29:32.21439	exported from DB
2621115	2458591	SYSTEM	2022-10-05 10:29:32.254085	exported from DB
2621117	1508599	SYSTEM	2022-10-05 10:29:32.292788	exported from DB
2621119	1508603	SYSTEM	2022-10-05 10:29:32.335135	exported from DB
2621121	2458597	SYSTEM	2022-10-05 10:29:32.369932	exported from DB
2621123	1508609	SYSTEM	2022-10-05 10:29:32.407596	exported from DB
2621125	1508615	SYSTEM	2022-10-05 10:29:32.44467	exported from DB
2621127	1508617	SYSTEM	2022-10-05 10:29:32.580419	exported from DB
2621129	2458605	SYSTEM	2022-10-05 10:29:32.613808	exported from DB
2621131	1508623	SYSTEM	2022-10-05 10:29:32.649061	exported from DB
2621133	1827505	SYSTEM	2022-10-05 10:29:32.699692	exported from DB
2621135	1508631	SYSTEM	2022-10-05 10:29:32.733073	exported from DB
2621137	2458613	SYSTEM	2022-10-05 10:29:32.765824	exported from DB
2621139	1508635	SYSTEM	2022-10-05 10:29:32.810022	exported from DB
2621141	2458617	SYSTEM	2022-10-05 10:29:32.854377	exported from DB
2621143	1508643	SYSTEM	2022-10-05 10:29:32.886892	exported from DB
2621145	2458621	SYSTEM	2022-10-05 10:29:32.918921	exported from DB
2621147	1508645	SYSTEM	2022-10-05 10:29:32.97121	exported from DB
2621149	2458625	SYSTEM	2022-10-05 10:29:33.009897	exported from DB
2621151	1508651	SYSTEM	2022-10-05 10:29:33.042658	exported from DB
2621153	2458629	SYSTEM	2022-10-05 10:29:33.075845	exported from DB
2621155	1508657	SYSTEM	2022-10-05 10:29:33.115537	exported from DB
2621157	1508661	SYSTEM	2022-10-05 10:29:33.150285	exported from DB
2621159	1508663	SYSTEM	2022-10-05 10:29:33.18297	exported from DB
2621161	1508673	SYSTEM	2022-10-05 10:29:33.215698	exported from DB
2621163	1608501	SYSTEM	2022-10-05 10:29:33.248548	exported from DB
2621165	1508675	SYSTEM	2022-10-05 10:29:33.289261	exported from DB
2621167	1508681	SYSTEM	2022-10-05 10:29:33.427466	exported from DB
2621169	1508683	SYSTEM	2022-10-05 10:29:33.466614	exported from DB
2621171	1508685	SYSTEM	2022-10-05 10:29:33.510454	exported from DB
2621173	2458649	SYSTEM	2022-10-05 10:29:33.550432	exported from DB
2621175	1508687	SYSTEM	2022-10-05 10:29:33.586407	exported from DB
2621177	1508691	SYSTEM	2022-10-05 10:29:33.629787	exported from DB
2621179	2458655	SYSTEM	2022-10-05 10:29:33.670815	exported from DB
2621181	1508693	SYSTEM	2022-10-05 10:29:33.706335	exported from DB
2621183	1508699	SYSTEM	2022-10-05 10:29:33.747969	exported from DB
2621185	1508701	SYSTEM	2022-10-05 10:29:33.877426	exported from DB
2621187	2458663	SYSTEM	2022-10-05 10:29:33.911876	exported from DB
2621189	1508703	SYSTEM	2022-10-05 10:29:33.955785	exported from DB
2621191	1508705	SYSTEM	2022-10-05 10:29:33.998926	exported from DB
2621193	1508707	SYSTEM	2022-10-05 10:29:34.050038	exported from DB
2621195	1508711	SYSTEM	2022-10-05 10:29:34.09601	exported from DB
2621197	2458673	SYSTEM	2022-10-05 10:29:34.13941	exported from DB
2621199	1508713	SYSTEM	2022-10-05 10:29:34.17794	exported from DB
2621201	163513	SYSTEM	2022-10-05 10:30:07.718598	exported from DB
2621203	876865	SYSTEM	2022-10-05 10:30:08.943864	exported from DB
2621205	622215	SYSTEM	2022-10-05 10:30:11.35582	exported from DB
2672970	1607233	SYSTEM	2022-10-20 16:25:41.780565	exported from DB
2672972	1507441	SYSTEM	2022-10-20 16:25:42.025528	exported from DB
2672974	1507443	SYSTEM	2022-10-20 16:25:42.665244	exported from DB
2672976	1507445	SYSTEM	2022-10-20 16:25:43.087407	exported from DB
2672978	1507447	SYSTEM	2022-10-20 16:25:43.388284	exported from DB
2672980	1507449	SYSTEM	2022-10-20 16:25:43.844003	exported from DB
2672982	1507451	SYSTEM	2022-10-20 16:25:44.591469	exported from DB
2672984	1507453	SYSTEM	2022-10-20 16:25:44.694444	exported from DB
2672986	1507455	SYSTEM	2022-10-20 16:25:44.787056	exported from DB
2672988	1507457	SYSTEM	2022-10-20 16:25:45.30882	exported from DB
2672990	1507459	SYSTEM	2022-10-20 16:25:45.951998	exported from DB
2672992	1507461	SYSTEM	2022-10-20 16:25:46.052034	exported from DB
2672994	1507463	SYSTEM	2022-10-20 16:25:46.197869	exported from DB
2672996	1507465	SYSTEM	2022-10-20 16:25:46.323098	exported from DB
2672998	1507467	SYSTEM	2022-10-20 16:25:46.522784	exported from DB
2673000	1507469	SYSTEM	2022-10-20 16:25:46.708826	exported from DB
2673002	1507471	SYSTEM	2022-10-20 16:25:46.899307	exported from DB
2673004	1507473	SYSTEM	2022-10-20 16:25:46.983573	exported from DB
2673006	1507475	SYSTEM	2022-10-20 16:25:47.053509	exported from DB
2673008	1607271	SYSTEM	2022-10-20 16:25:55.197056	exported from DB
2673010	1507477	SYSTEM	2022-10-20 16:25:55.288848	exported from DB
2673012	1507479	SYSTEM	2022-10-20 16:25:55.438175	exported from DB
2673014	1507481	SYSTEM	2022-10-20 16:25:55.606295	exported from DB
2673016	1507483	SYSTEM	2022-10-20 16:25:55.805968	exported from DB
2673018	1507485	SYSTEM	2022-10-20 16:25:56.163188	exported from DB
2673020	1507487	SYSTEM	2022-10-20 16:25:56.554461	exported from DB
2673022	1507489	SYSTEM	2022-10-20 16:25:56.633746	exported from DB
2673024	1507491	SYSTEM	2022-10-20 16:25:56.874025	exported from DB
2673026	1507493	SYSTEM	2022-10-20 16:25:57.313318	exported from DB
2673028	1507495	SYSTEM	2022-10-20 16:25:57.439138	exported from DB
2673030	1507497	SYSTEM	2022-10-20 16:25:57.511363	exported from DB
2673032	1507499	SYSTEM	2022-10-20 16:25:57.734527	exported from DB
2673034	1507501	SYSTEM	2022-10-20 16:25:57.888809	exported from DB
2673036	1507503	SYSTEM	2022-10-20 16:25:58.003619	exported from DB
2673038	1507505	SYSTEM	2022-10-20 16:25:58.077392	exported from DB
2673040	1607303	SYSTEM	2022-10-20 16:26:05.448406	exported from DB
2673042	1507507	SYSTEM	2022-10-20 16:26:05.61793	exported from DB
2673044	1507509	SYSTEM	2022-10-20 16:26:09.611988	exported from DB
2673046	1507511	SYSTEM	2022-10-20 16:26:22.338607	exported from DB
2673048	1507513	SYSTEM	2022-10-20 16:26:48.7171	exported from DB
2673050	1507515	SYSTEM	2022-10-20 16:27:29.902571	exported from DB
2673052	1507517	SYSTEM	2022-10-20 16:27:31.175325	exported from DB
2673054	1507519	SYSTEM	2022-10-20 16:27:31.510158	exported from DB
2673056	1507521	SYSTEM	2022-10-20 16:27:50.112936	exported from DB
2673058	2457283	SYSTEM	2022-10-20 16:28:28.168884	exported from DB
2673060	1665844	SYSTEM	2022-10-20 16:28:28.589498	exported from DB
2673062	1665846	SYSTEM	2022-10-20 16:28:29.472785	exported from DB
2673064	1507523	SYSTEM	2022-10-20 16:28:31.05128	exported from DB
2673066	1507525	SYSTEM	2022-10-20 16:28:31.393508	exported from DB
2673068	1507527	SYSTEM	2022-10-20 16:28:35.306069	exported from DB
2673070	1507529	SYSTEM	2022-10-20 16:28:38.16955	exported from DB
2673072	1507531	SYSTEM	2022-10-20 16:28:48.193767	exported from DB
2673074	1507533	SYSTEM	2022-10-20 16:28:48.92018	exported from DB
2673076	1507535	SYSTEM	2022-10-20 16:28:49.216678	exported from DB
2673078	1607335	SYSTEM	2022-10-20 16:28:56.678201	exported from DB
2673080	1405709	SYSTEM	2022-10-20 16:28:56.73766	exported from DB
2673082	1405711	SYSTEM	2022-10-20 16:28:57.077283	exported from DB
2673084	1405713	SYSTEM	2022-10-20 16:28:57.326589	exported from DB
2673086	1405715	SYSTEM	2022-10-20 16:28:57.898155	exported from DB
2673088	1405717	SYSTEM	2022-10-20 16:29:00.770647	exported from DB
2673090	1405719	SYSTEM	2022-10-20 16:29:00.845463	exported from DB
2673092	1405721	SYSTEM	2022-10-20 16:29:01.982762	exported from DB
2673094	2457319	SYSTEM	2022-10-20 16:29:08.990925	exported from DB
2673096	1405723	SYSTEM	2022-10-20 16:29:09.043151	exported from DB
2673098	1405725	SYSTEM	2022-10-20 16:29:09.096945	exported from DB
2673100	1405727	SYSTEM	2022-10-20 16:29:09.826653	exported from DB
2673102	1405729	SYSTEM	2022-10-20 16:29:10.240641	exported from DB
2673104	1405731	SYSTEM	2022-10-20 16:29:10.464291	exported from DB
2673106	1405733	SYSTEM	2022-10-20 16:29:10.508892	exported from DB
2673108	2457333	SYSTEM	2022-10-20 16:29:15.995869	exported from DB
2673110	1507563	SYSTEM	2022-10-20 16:29:16.051885	exported from DB
2673112	1507565	SYSTEM	2022-10-20 16:29:16.102305	exported from DB
2673114	1507567	SYSTEM	2022-10-20 16:29:16.148301	exported from DB
2673116	1507573	SYSTEM	2022-10-20 16:29:16.186866	exported from DB
2673118	1507575	SYSTEM	2022-10-20 16:29:16.234476	exported from DB
2673120	1507577	SYSTEM	2022-10-20 16:29:16.280083	exported from DB
2673122	1507583	SYSTEM	2022-10-20 16:29:16.328402	exported from DB
2673124	1507587	SYSTEM	2022-10-20 16:29:16.370011	exported from DB
2673126	1507569	SYSTEM	2022-10-20 16:29:16.422875	exported from DB
2673128	1507571	SYSTEM	2022-10-20 16:29:16.469601	exported from DB
2673130	1507579	SYSTEM	2022-10-20 16:29:16.510657	exported from DB
2673132	1507581	SYSTEM	2022-10-20 16:29:16.569262	exported from DB
2673134	1607385	SYSTEM	2022-10-20 16:29:16.615779	exported from DB
2673136	1507585	SYSTEM	2022-10-20 16:29:16.656422	exported from DB
2673138	1507589	SYSTEM	2022-10-20 16:29:16.703715	exported from DB
2673140	1507591	SYSTEM	2022-10-20 16:29:16.74898	exported from DB
2673142	162451	SYSTEM	2022-10-20 16:29:22.364383	exported from DB
2673144	162453	SYSTEM	2022-10-20 16:29:22.408148	exported from DB
2673146	162455	SYSTEM	2022-10-20 16:29:22.44782	exported from DB
2673148	162457	SYSTEM	2022-10-20 16:29:22.490096	exported from DB
2673150	162459	SYSTEM	2022-10-20 16:29:22.533673	exported from DB
2673152	1404593	SYSTEM	2022-10-20 16:29:22.576081	exported from DB
2673154	162461	SYSTEM	2022-10-20 16:29:22.619244	exported from DB
2673156	162463	SYSTEM	2022-10-20 16:29:22.657852	exported from DB
2673158	162465	SYSTEM	2022-10-20 16:29:22.701817	exported from DB
2673160	162467	SYSTEM	2022-10-20 16:29:22.755806	exported from DB
2673162	162469	SYSTEM	2022-10-20 16:29:22.799863	exported from DB
2673164	162471	SYSTEM	2022-10-20 16:29:22.841708	exported from DB
2673166	162473	SYSTEM	2022-10-20 16:29:22.882536	exported from DB
2673168	162475	SYSTEM	2022-10-20 16:29:22.922169	exported from DB
2673170	162477	SYSTEM	2022-10-20 16:29:22.979	exported from DB
2673172	162479	SYSTEM	2022-10-20 16:29:23.025219	exported from DB
2673174	162481	SYSTEM	2022-10-20 16:29:23.075786	exported from DB
2673176	162483	SYSTEM	2022-10-20 16:29:23.118155	exported from DB
2673178	162485	SYSTEM	2022-10-20 16:29:23.170304	exported from DB
2673180	162487	SYSTEM	2022-10-20 16:29:23.204481	exported from DB
2673182	162489	SYSTEM	2022-10-20 16:29:23.234311	exported from DB
2673184	162491	SYSTEM	2022-10-20 16:29:23.270035	exported from DB
2673186	162493	SYSTEM	2022-10-20 16:29:23.320951	exported from DB
2673188	162495	SYSTEM	2022-10-20 16:29:23.369388	exported from DB
2673190	162497	SYSTEM	2022-10-20 16:29:23.419143	exported from DB
2673192	162499	SYSTEM	2022-10-20 16:29:23.46721	exported from DB
2673194	162501	SYSTEM	2022-10-20 16:29:23.50984	exported from DB
2673196	162503	SYSTEM	2022-10-20 16:29:23.554769	exported from DB
2673198	162505	SYSTEM	2022-10-20 16:29:23.594902	exported from DB
2673200	162507	SYSTEM	2022-10-20 16:29:23.640478	exported from DB
2673202	162509	SYSTEM	2022-10-20 16:29:23.683562	exported from DB
2673204	162511	SYSTEM	2022-10-20 16:29:23.73445	exported from DB
2673206	162513	SYSTEM	2022-10-20 16:29:23.774136	exported from DB
2673208	162515	SYSTEM	2022-10-20 16:29:23.814062	exported from DB
2673210	162517	SYSTEM	2022-10-20 16:29:23.860554	exported from DB
2673212	162519	SYSTEM	2022-10-20 16:29:23.949514	exported from DB
2673214	162521	SYSTEM	2022-10-20 16:29:23.994343	exported from DB
2673216	162523	SYSTEM	2022-10-20 16:29:24.121274	exported from DB
2673218	162525	SYSTEM	2022-10-20 16:29:24.163393	exported from DB
2673220	162527	SYSTEM	2022-10-20 16:29:24.208695	exported from DB
2673222	162529	SYSTEM	2022-10-20 16:29:24.248253	exported from DB
2673224	162531	SYSTEM	2022-10-20 16:29:24.296607	exported from DB
2673226	162533	SYSTEM	2022-10-20 16:29:24.338405	exported from DB
2673228	162535	SYSTEM	2022-10-20 16:29:24.380566	exported from DB
2673230	162537	SYSTEM	2022-10-20 16:29:24.418521	exported from DB
2673232	162539	SYSTEM	2022-10-20 16:29:24.468726	exported from DB
2673234	162541	SYSTEM	2022-10-20 16:29:24.503494	exported from DB
2673236	162543	SYSTEM	2022-10-20 16:29:24.539579	exported from DB
2673238	162545	SYSTEM	2022-10-20 16:29:24.575133	exported from DB
2673240	162547	SYSTEM	2022-10-20 16:29:24.613158	exported from DB
2673242	162549	SYSTEM	2022-10-20 16:29:24.652975	exported from DB
2673244	162551	SYSTEM	2022-10-20 16:29:24.697017	exported from DB
2673246	162553	SYSTEM	2022-10-20 16:29:24.739607	exported from DB
2673248	162555	SYSTEM	2022-10-20 16:29:24.781456	exported from DB
2673250	162557	SYSTEM	2022-10-20 16:29:24.821885	exported from DB
2673252	162559	SYSTEM	2022-10-20 16:29:24.861612	exported from DB
2673254	162561	SYSTEM	2022-10-20 16:29:24.90137	exported from DB
2673256	162563	SYSTEM	2022-10-20 16:29:24.941529	exported from DB
2673258	162565	SYSTEM	2022-10-20 16:29:24.979489	exported from DB
2673260	162567	SYSTEM	2022-10-20 16:29:25.103622	exported from DB
2673262	162569	SYSTEM	2022-10-20 16:29:25.143782	exported from DB
2673264	162571	SYSTEM	2022-10-20 16:29:25.188523	exported from DB
2673266	162573	SYSTEM	2022-10-20 16:29:25.232893	exported from DB
